Description,Amount,Transaction Type,Account Name,Category
Seafood Restaurant,167.64,credit,Silver Card,Food & Drink
Grocery Store,171.49,debit,Silver Card,Food & Drink
Credit Card Payment,10.04,credit,Platinum Card,Entertainment
Spotify,100.82,debit,Checking,Credit Card Payment
Grocery Store,192.83,credit,Platinum Card,Food & Drink
Credit Card Payment,31.17,debit,Platinum Card,Credit Card Payment
Phone Company,140.21,credit,Checking,Entertainment
Internet Service Provider,94.72,credit,Platinum Card,Utilities & Services
Spotify,123.17,credit,Silver Card,Entertainment
Grocery Store,71.94,credit,Silver Card,Food & Drink
American Tavern,146.23,debit,Checking,Food & Drink
Starbucks,2.75,debit,Platinum Card,Food & Drink
Mortgage Payment,51.35,debit,Silver Card,Food & Drink
Fancy Restaurant,188.15,debit,Checking,Utilities & Services
Grocery Store,132.12,debit,Platinum Card,Shopping
Amazon,13.94,debit,Platinum Card,Housing
Credit Card Payment,22.13,debit,Platinum Card,Paycheck
BP,24.49,debit,Platinum Card,Food & Drink
Grocery Store,33.5,debit,Silver Card,Transportation
Biweekly Paycheck,77.99,debit,Platinum Card,Food & Drink
BP,200.0,credit,Platinum Card,Food & Drink
Grocery Store,7.02,debit,Platinum Card,Food & Drink
American Tavern,13.63,debit,Platinum Card,Credit Card Payment
Roadside Diner,159.19,credit,Platinum Card,Food & Drink
Biweekly Paycheck,7.49,debit,Checking,Housing
Internet Service Provider,56.69,debit,Silver Card,Food & Drink
Spotify,163.53,credit,Platinum Card,Food & Drink
Biweekly Paycheck,18.15,credit,Platinum Card,Food & Drink
Pizza Place,57.51,credit,Silver Card,Shopping
Biweekly Paycheck,115.18,credit,Platinum Card,Food & Drink
Amazon,35.01,credit,Platinum Card,Food & Drink
QuikTrip,180.53,debit,Silver Card,Credit Card Payment
Phone Company,179.12,credit,Platinum Card,Shopping
Internet Service Provider,182.07,debit,Silver Card,Food & Drink
Grocery Store,180.74,debit,Checking,Utilities & Services
Grocery Store,132.99,credit,Platinum Card,Credit Card Payment
Credit Card Payment,135.02,credit,Checking,Food & Drink
American Tavern,160.65,debit,Platinum Card,Credit Card Payment
American Tavern,161.76,debit,Silver Card,Haircut
Brewing Company,132.55,credit,Platinum Card,Utilities & Services
Credit Card Payment,167.03,credit,Platinum Card,Food & Drink
Biweekly Paycheck,35.22,credit,Platinum Card,Food & Drink
Credit Card Payment,157.09,credit,Platinum Card,Transportation
Netflix,143.37,credit,Platinum Card,Transportation
City Water Charges,68.68,debit,Silver Card,Food & Drink
Credit Card Payment,88.37,credit,Checking,Credit Card Payment
Gas Company,146.33,credit,Platinum Card,Shopping
Starbucks,31.21,debit,Silver Card,Food & Drink
Credit Card Payment,44.82,credit,Platinum Card,Paycheck
Grocery Store,100.22,debit,Platinum Card,Food & Drink
Grocery Store,7.37,credit,Platinum Card,Food & Drink
Credit Card Payment,147.63,debit,Silver Card,Credit Card Payment
New York Deli,88.09,debit,Silver Card,Food & Drink
American Tavern,137.4,debit,Platinum Card,Entertainment
Grocery Store,71.11,credit,Platinum Card,Shopping
Credit Card Payment,53.14,credit,Checking,Credit Card Payment
Wendy's,96.66,credit,Platinum Card,Credit Card Payment
Power Company,9.67,credit,Checking,Utilities & Services
Barbershop,132.66,credit,Platinum Card,Transportation
Brewing Company,21.22,debit,Platinum Card,Food & Drink
Internet Service Provider,84.76,credit,Silver Card,Utilities & Services
Chick-Fil-A,151.75,debit,Silver Card,Paycheck
Amazon,105.14,credit,Silver Card,Food & Drink
Phone Company,14.39,debit,Silver Card,Food & Drink
Grocery Store,158.91,credit,Platinum Card,Utilities & Services
Chick-Fil-A,192.96,debit,Platinum Card,Food & Drink
Gas Company,107.39,debit,Platinum Card,Food & Drink
Credit Card Payment,66.71,credit,Platinum Card,Credit Card Payment
Brunch Restaurant,46.18,debit,Checking,Credit Card Payment
Grocery Store,82.38,credit,Silver Card,Food & Drink
State Farm,58.76,debit,Platinum Card,Transportation
Grocery Store,39.57,credit,Checking,Food & Drink
Shell,170.0,credit,Platinum Card,Utilities & Services
Barbershop,45.19,credit,Platinum Card,Shopping
Phone Company,33.92,debit,Platinum Card,Housing
Credit Card Payment,14.64,debit,Checking,Transportation
Brunch Restaurant,8.0,debit,Silver Card,Food & Drink
Mortgage Payment,27.39,debit,Silver Card,Paycheck
Credit Card Payment,102.02,credit,Checking,Food & Drink
Hardware Store,153.51,debit,Platinum Card,Entertainment
Brewing Company,44.53,credit,Checking,Food & Drink
Biweekly Paycheck,2250.0,credit,Checking,Paycheck
Credit Card Payment,132.84,credit,Platinum Card,Food & Drink
Roadside Diner,91.01,debit,Checking,Shopping
Grocery Store,80.47,debit,Silver Card,Paycheck
Biweekly Paycheck,120.48,debit,Silver Card,Food & Drink
Thai Restaurant,23.67,credit,Platinum Card,Utilities & Services
Grocery Store,89.97,debit,Platinum Card,Paycheck
Netflix,13.9,debit,Platinum Card,Entertainment
Power Company,28.7,debit,Checking,Transportation
Credit Card Payment,169.76,credit,Platinum Card,Food & Drink
Amazon,92.75,debit,Platinum Card,Utilities & Services
Amazon,165.09,credit,Platinum Card,Food & Drink
Hardware Store,11.76,debit,Platinum Card,Housing
Movie Theater,96.93,credit,Silver Card,Utilities & Services
Brewing Company,88.13,debit,Checking,Haircut
Credit Card Payment,190.61,credit,Checking,Food & Drink
Mortgage Payment,140.62,debit,Platinum Card,Food & Drink
City Water Charges,23.45,credit,Platinum Card,Food & Drink
American Tavern,173.15,credit,Silver Card,Food & Drink
City Water Charges,157.23,debit,Silver Card,Food & Drink
Internet Service Provider,74.99,debit,Checking,Utilities & Services
Credit Card Payment,85.21,debit,Silver Card,Transportation
Amazon,98.28,credit,Checking,Shopping
Greek Restaurant,172.19,credit,Platinum Card,Housing
Grocery Store,29.6,debit,Checking,Food & Drink
Internet Service Provider,153.72,debit,Checking,Food & Drink
Hardware Store,196.95,debit,Platinum Card,Credit Card Payment
American Tavern,25.67,debit,Checking,Food & Drink
Grocery Store,122.83,debit,Checking,Food & Drink
Grocery Store,10.7,debit,Silver Card,Food & Drink
Gas Company,112.23,debit,Platinum Card,Food & Drink
Credit Card Payment,86.43,credit,Platinum Card,Transportation
Amazon,18.94,debit,Checking,Credit Card Payment
Credit Card Payment,100.68,debit,Checking,Credit Card Payment
Brewing Company,20.51,credit,Platinum Card,Food & Drink
Credit Card Payment,153.44,debit,Checking,Credit Card Payment
QuikTrip,106.81,debit,Silver Card,Entertainment
Credit Card Payment,73.34,credit,Platinum Card,Food & Drink
Bojangles,80.13,credit,Silver Card,Housing
Starbucks,198.41,credit,Checking,Credit Card Payment
Phone Company,50.39,credit,Silver Card,Housing
Brunch Restaurant,71.54,credit,Platinum Card,Utilities & Services
Gas Company,21.17,debit,Platinum Card,Food & Drink
QuikTrip,38.94,debit,Platinum Card,Transportation
Seafood Restaurant,149.64,credit,Platinum Card,Food & Drink
State Farm,19.92,debit,Silver Card,Utilities & Services
Grocery Store,100.46,credit,Platinum Card,Credit Card Payment
Vietnamese Restaurant,197.65,debit,Checking,Credit Card Payment
Wendy's,156.26,credit,Checking,Credit Card Payment
Credit Card Payment,111.09,debit,Silver Card,Housing
Power Company,36.1,debit,Silver Card,Paycheck
Barbershop,171.37,credit,Checking,Food & Drink
Credit Card Payment,101.18,debit,Checking,Utilities & Services
Credit Card Payment,110.95,debit,Silver Card,Housing
Spotify,185.19,debit,Silver Card,Food & Drink
American Tavern,131.13,debit,Platinum Card,Credit Card Payment
Blue Sky Market,7.12,debit,Checking,Shopping
Grocery Store,189.38,debit,Checking,Food & Drink
Gas Company,132.63,debit,Silver Card,Food & Drink
Credit Card Payment,145.36,credit,Silver Card,Shopping
Gas Company,67.06,credit,Platinum Card,Credit Card Payment
BP,14.94,credit,Platinum Card,Housing
Netflix,22.03,credit,Platinum Card,Credit Card Payment
Japanese Restaurant,57.02,debit,Platinum Card,Food & Drink
Credit Card Payment,184.98,credit,Checking,Utilities & Services
Grocery Store,133.32,credit,Checking,Shopping
Internet Service Provider,75.0,debit,Checking,Utilities & Services
BP,123.09,debit,Platinum Card,Food & Drink
Grocery Store,62.66,debit,Checking,Housing
Credit Card Payment,122.74,debit,Silver Card,Food & Drink
American Tavern,71.28,credit,Checking,Housing
Roadside Diner,136.66,debit,Platinum Card,Food & Drink
American Tavern,58.04,debit,Platinum Card,Food & Drink
Credit Card Payment,68.0,credit,Platinum Card,Food & Drink
Pizza Place,65.94,debit,Platinum Card,Food & Drink
Italian Restaurant,160.29,credit,Silver Card,Utilities & Services
Grocery Store,179.64,credit,Checking,Utilities & Services
Pizza Place,166.06,debit,Platinum Card,Shopping
Amazon,26.48,debit,Platinum Card,Paycheck
Grocery Store,46.5,debit,Platinum Card,Paycheck
Steakhouse,17.64,debit,Silver Card,Food & Drink
American Tavern,87.93,credit,Platinum Card,Utilities & Services
Thai Restaurant,100.69,debit,Silver Card,Transportation
Brunch Restaurant,26.18,credit,Checking,Credit Card Payment
German Restaurant,46.7,debit,Platinum Card,Food & Drink
Spotify,86.24,debit,Platinum Card,Paycheck
Movie Theater,182.15,debit,Platinum Card,Utilities & Services
Gas Company,52.88,credit,Silver Card,Food & Drink
Hardware Store,76.32,credit,Checking,Food & Drink
BP,145.84,debit,Platinum Card,Entertainment
Phone Company,183.69,credit,Silver Card,Food & Drink
BP,194.3,debit,Silver Card,Shopping
American Tavern,89.0,debit,Platinum Card,Shopping
Starbucks,112.84,credit,Silver Card,Food & Drink
Credit Card Payment,94.4,credit,Platinum Card,Transportation
New York Deli,161.2,credit,Silver Card,Paycheck
Biweekly Paycheck,126.79,debit,Platinum Card,Shopping
German Restaurant,195.26,credit,Checking,Transportation
Internet Service Provider,110.87,debit,Platinum Card,Housing
Credit Card Payment,6.57,credit,Checking,Transportation
Barbershop,1.8,credit,Platinum Card,Entertainment
City Water Charges,194.39,debit,Platinum Card,Food & Drink
Credit Card Payment,72.37,credit,Checking,Food & Drink
Internet Service Provider,196.95,credit,Silver Card,Credit Card Payment
Thai Restaurant,69.75,credit,Platinum Card,Utilities & Services
Biweekly Paycheck,31.08,debit,Checking,Food & Drink
Credit Card Payment,50.55,debit,Silver Card,Food & Drink
Credit Card Payment,189.11,debit,Platinum Card,Credit Card Payment
Grocery Store,181.91,debit,Checking,Transportation
Gas Company,67.61,credit,Checking,Food & Drink
City Water Charges,70.65,debit,Platinum Card,Transportation
Pizza Place,149.89,credit,Silver Card,Housing
Brunch Restaurant,165.86,credit,Checking,Food & Drink
City Water Charges,11.23,credit,Checking,Food & Drink
Amazon,40.85,debit,Checking,Food & Drink
Spotify,117.17,credit,Checking,Housing
Barbershop,79.57,debit,Platinum Card,Food & Drink
Mortgage Payment,157.0,credit,Platinum Card,Credit Card Payment
Movie Theater,14.81,credit,Silver Card,Food & Drink
Biweekly Paycheck,28.03,credit,Checking,Food & Drink
Internet Service Provider,145.93,debit,Checking,Utilities & Services
State Farm,58.07,debit,Silver Card,Food & Drink
Credit Card Payment,44.55,credit,Platinum Card,Credit Card Payment
Shell,94.92,credit,Silver Card,Housing
Credit Card Payment,73.63,debit,Checking,Credit Card Payment
Credit Card Payment,157.95,debit,Checking,Shopping
Amazon,115.97,debit,Silver Card,Utilities & Services
Grocery Store,167.11,debit,Checking,Credit Card Payment
Mortgage Payment,1100.0,debit,Checking,Housing
Credit Card Payment,196.11,debit,Platinum Card,Paycheck
State Farm,73.93,credit,Platinum Card,Credit Card Payment
Grocery Store,21.38,debit,Platinum Card,Food & Drink
Credit Card Payment,34.18,credit,Silver Card,Credit Card Payment
Gas Company,26.35,debit,Checking,Food & Drink
Gas Company,90.59,credit,Checking,Food & Drink
Brewing Company,181.25,debit,Platinum Card,Credit Card Payment
Phone Company,109.56,debit,Silver Card,Food & Drink
Credit Card Payment,186.99,credit,Platinum Card,Food & Drink
Thai Restaurant,119.32,debit,Checking,Food & Drink
American Tavern,32.24,debit,Platinum Card,Utilities & Services
Grocery Store,151.1,credit,Platinum Card,Food & Drink
Netflix,118.5,credit,Silver Card,Shopping
Brunch Restaurant,132.46,debit,Checking,Credit Card Payment
Starbucks,71.52,credit,Platinum Card,Food & Drink
Credit Card Payment,59.38,debit,Silver Card,Food & Drink
Grocery Store,10.83,credit,Checking,Credit Card Payment
Gas Company,185.01,debit,Platinum Card,Utilities & Services
City Water Charges,127.08,debit,Checking,Haircut
Credit Card Payment,162.76,debit,Platinum Card,Food & Drink
Fancy Restaurant,67.11,credit,Checking,Food & Drink
Mediterranean Restaurant,3.15,credit,Platinum Card,Utilities & Services
Netflix,14.34,credit,Platinum Card,Transportation
Credit Card Payment,89.16,credit,Checking,Paycheck
Hardware Store,46.78,debit,Checking,Housing
Biweekly Paycheck,144.67,debit,Silver Card,Entertainment
American Tavern,42.33,debit,Silver Card,Utilities & Services
Brewing Company,78.79,credit,Silver Card,Credit Card Payment
Credit Card Payment,55.04,debit,Platinum Card,Utilities & Services
Credit Card Payment,4.55,credit,Checking,Utilities & Services
Power Company,17.33,debit,Platinum Card,Food & Drink
Belgian Restaurant,81.57,credit,Silver Card,Credit Card Payment
Grocery Store,71.95,debit,Silver Card,Food & Drink
Grocery Store,95.49,debit,Checking,Food & Drink
Bakery Place,89.46,debit,Platinum Card,Food & Drink
Barbershop,24.36,debit,Silver Card,Food & Drink
Shell,22.37,debit,Platinum Card,Utilities & Services
Spotify,7.95,credit,Silver Card,Paycheck
Phone Company,1.97,credit,Platinum Card,Paycheck
Pizza Place,37.32,debit,Checking,Food & Drink
Japanese Restaurant,67.47,credit,Silver Card,Transportation
Grocery Store,117.88,credit,Checking,Food & Drink
Starbucks,167.68,debit,Platinum Card,Transportation
Shell,156.13,debit,Checking,Food & Drink
Starbucks,169.04,debit,Platinum Card,Food & Drink
Spotify,177.14,debit,Silver Card,Food & Drink
City Water Charges,9.0,credit,Platinum Card,Food & Drink
Phone Company,166.38,debit,Platinum Card,Shopping
Hardware Store,70.29,credit,Platinum Card,Utilities & Services
Spotify,45.35,debit,Platinum Card,Food & Drink
Starbucks,138.84,credit,Checking,Housing
Biweekly Paycheck,54.77,debit,Platinum Card,Shopping
Bojangles,17.94,debit,Checking,Food & Drink
Gas Company,180.73,debit,Silver Card,Food & Drink
Hardware Store,111.35,debit,Checking,Transportation
Amazon,11.29,debit,Silver Card,Shopping
Credit Card Payment,136.62,debit,Checking,Housing
Credit Card Payment,180.06,credit,Checking,Food & Drink
Grocery Store,5.64,debit,Platinum Card,Food & Drink
Grocery Store,40.62,credit,Platinum Card,Food & Drink
Power Company,107.52,credit,Checking,Shopping
Grocery Store,42.23,debit,Platinum Card,Food & Drink
Credit Card Payment,38.64,credit,Platinum Card,Transportation
Power Company,162.16,credit,Checking,Housing
Grocery Store,1.79,credit,Platinum Card,Credit Card Payment
BP,34.66,debit,Platinum Card,Transportation
Hardware Store,224.7,debit,Platinum Card,Housing
Credit Card Payment,127.66,debit,Checking,Shopping
Barbershop,160.78,credit,Platinum Card,Housing
Grocery Store,90.24,credit,Checking,Credit Card Payment
Bojangles,68.37,debit,Silver Card,Housing
State Farm,176.13,debit,Platinum Card,Entertainment
QuikTrip,151.9,credit,Platinum Card,Food & Drink
American Tavern,132.14,debit,Platinum Card,Food & Drink
Spotify,6.92,debit,Silver Card,Food & Drink
State Farm,123.32,credit,Silver Card,Entertainment
Netflix,124.82,credit,Checking,Transportation
Brewing Company,120.7,debit,Platinum Card,Food & Drink
Grocery Store,186.69,credit,Platinum Card,Food & Drink
Movie Theater,28.77,credit,Checking,Transportation
Starbucks,97.84,debit,Silver Card,Shopping
Credit Card Payment,25.34,credit,Silver Card,Utilities & Services
American Tavern,89.04,debit,Platinum Card,Utilities & Services
Brunch Restaurant,142.16,debit,Platinum Card,Food & Drink
Brunch Restaurant,186.81,debit,Silver Card,Entertainment
Pizza Place,163.14,credit,Checking,Haircut
Grocery Store,101.32,debit,Platinum Card,Food & Drink
Belgian Restaurant,196.57,debit,Checking,Food & Drink
Credit Card Payment,20.72,credit,Checking,Food & Drink
BP,180.38,credit,Platinum Card,Credit Card Payment
Grocery Store,14.84,debit,Platinum Card,Transportation
Thai Restaurant,10.66,credit,Platinum Card,Housing
New York Deli,155.18,debit,Silver Card,Food & Drink
Biweekly Paycheck,81.27,credit,Silver Card,Food & Drink
Brewing Company,172.36,debit,Platinum Card,Credit Card Payment
Mediterranean Restaurant,136.94,debit,Checking,Food & Drink
Power Company,19.58,credit,Platinum Card,Shopping
Amazon,194.89,debit,Checking,Entertainment
City Water Charges,107.25,debit,Checking,Food & Drink
Amazon,36.47,credit,Checking,Food & Drink
Starbucks,129.29,credit,Platinum Card,Paycheck
Credit Card Payment,169.06,credit,Checking,Shopping
Starbucks,140.42,debit,Checking,Credit Card Payment
Netflix,134.15,debit,Platinum Card,Utilities & Services
Hardware Store,184.73,debit,Checking,Paycheck
Grocery Store,132.88,credit,Platinum Card,Utilities & Services
Internet Service Provider,121.37,credit,Platinum Card,Food & Drink
Credit Card Payment,135.81,credit,Checking,Food & Drink
